,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
282,maximum-number-of-points-from-grid-queries,"
from typing import List
from collections import deque

def maxPoints(grid: List[List[int]], queries: List[int]) -> List[int]:
    def bfs(query):
        m, n = len(grid), len(grid[0])
        visited = [[False] * n for _ in range(m)]
        queue = deque([(0, 0)])
        points = 0
        
        while queue:
            x, y = queue.popleft()
            if visited[x][y]:
                continue
            visited[x][y] = True
            
            if grid[x][y] >= query:
                continue
            
            points += 1
            
            for dx, dy in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
                nx, ny = x + dx, y + dy
                if 0 <= nx < m and 0 <= ny < n and not visited[nx][ny]:
                    queue.append((nx, ny))
        
        return points
    
    return [bfs(query) for query in queries]
",21,False,17,21,,"**Tests that the code passed:**

assert maxPoints([[1,2,3],[2,5,7],[3,5,1]], [5,6,2]) == [5,8,1]
assert maxPoints([[5,2,1],[1,1,2]], [3]) == [0]

**Tests that the code failed:**

No tests failed.
","(True, True)",0
283,maximum-number-of-points-from-grid-queries,"from typing import List
import heapq

def maxPoints(grid: List[List[int]], queries: List[int]) -> List[int]:
    m, n = len(grid), len(grid[0])
    max_points = [0] * len(queries)
    query_indices = sorted(range(len(queries)), key=lambda i: queries[i])
    sorted_queries = sorted(queries)
    
    for idx in query_indices:
        query = sorted_queries[idx]
        visited = [[False] * n for _ in range(m)]
        min_heap = [(grid[0][0], 0, 0)]
        points = 0
        
        while min_heap:
            value, x, y = heapq.heappop(min_heap)
            if value >= query:
                continue
            if not visited[x][y]:
                points += 1
                visited[x][y] = True
                
                for dx, dy in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
                    nx, ny = x + dx, y + dy
                    if 0 <= nx < m and 0 <= ny < n and not visited[nx][ny]:
                        heapq.heappush(min_heap, (grid[nx][ny], nx, ny))
        
        max_points[idx] = points
    
    return [max_points[query_indices.index(i)] for i in range(len(queries))]",21,False,17,21,,,,1
284,divide-nodes-into-the-maximum-number-of-groups,"
from typing import List
from collections import deque, defaultdict

def magnificentSets(n: int, edges: List[List[int]]) -> int:
    def bfs(node):
        queue = deque([(node, 0)])
        visited = {node: 0}
        max_depth = 0
        
        while queue:
            current, depth = queue.popleft()
            max_depth = max(max_depth, depth)
            
            for neighbor in graph[current]:
                if neighbor not in visited:
                    visited[neighbor] = depth + 1
                    queue.append((neighbor, depth + 1))
                elif abs(visited[neighbor] - depth) != 1:
                    return -1
        
        return max_depth + 1
    
    graph = defaultdict(list)
    for a, b in edges:
        graph[a].append(b)
        graph[b].append(a)
    
    visited_global = set()
    max_groups = 0
    
    for node in range(1, n + 1):
        if node not in visited_global:
            result = bfs(node)
            if result == -1:
                return -1
            max_groups += result
            visited_global.update(graph[node])
    
    return max_groups
",21,False,11,55,,"**Tests that the code passed:**

assert magnificentSets(3, [[1,2],[2,3],[3,1]]) == -1

**Tests that the code failed:**

assert magnificentSets(6, [[1,2],[1,4],[1,5],[2,6],[2,3],[4,6]]) == 4 # ERROR: This unit test fails. Output was 11, but expected value was: 4","(False, True)",0
285,divide-nodes-into-the-maximum-number-of-groups,"from typing import List
from collections import deque, defaultdict

def magnificentSets(n: int, edges: List[List[int]]) -> int:
    def bfs(node):
        queue = deque([(node, 0)])
        visited = {node: 0}
        max_depth = 0
        
        while queue:
            current, depth = queue.popleft()
            max_depth = max(max_depth, depth)
            
            for neighbor in graph[current]:
                if neighbor not in visited:
                    visited[neighbor] = depth + 1
                    queue.append((neighbor, depth + 1))
                elif abs(visited[neighbor] - depth) != 1:
                    return -1, set()
        
        return max_depth + 1, set(visited.keys())
    
    def explore_component(node):
        queue = deque([node])
        component = set()
        while queue:
            current = queue.popleft()
            if current not in component:
                component.add(current)
                for neighbor in graph[current]:
                    if neighbor not in component:
                        queue.append(neighbor)
        return component
    
    graph = defaultdict(list)
    for a, b in edges:
        graph[a].append(b)
        graph[b].append(a)
    
    visited_global = set()
    max_groups = 0
    
    for node in range(1, n + 1):
        if node not in visited_global:
            component = explore_component(node)
            local_max_groups = 0
            for start_node in component:
                result, visited_nodes = bfs(start_node)
                if result == -1:
                    return -1
                local_max_groups = max(local_max_groups, result)
            max_groups += local_max_groups
            visited_global.update(component)
    
    return max_groups if edges else n",21,True,55,55,2666 ms,"**Tests that the code passed:**

assert magnificentSets(6, [[1,2],[1,4],[1,5],[2,6],[2,3],[4,6]]) == 4
assert magnificentSets(3, [[1,2],[2,3],[3,1]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
286,count-palindromic-subsequences,"
def countPalindromes(s: str) -> int:
    MOD = 10**9 + 7
    n = len(s)
    
    # dp[i][j][k] will store the number of palindromic subsequences of length k in s[i:j+1]
    dp = [[[0] * 6 for _ in range(n)] for _ in range(n)]
    
    # Initialize for subsequences of length 1
    for i in range(n):
        dp[i][i][1] = 1
    
    # Fill the dp array
    for length in range(2, n + 1):
        for i in range(n - length + 1):
            j = i + length - 1
            for k in range(1, 6):
                if s[i] == s[j]:
                    if k == 1:
                        dp[i][j][k] = 2
                    else:
                        dp[i][j][k] = (dp[i + 1][j - 1][k - 2] + dp[i + 1][j][k] + dp[i][j - 1][k] - dp[i + 1][j - 1][k]) % MOD
                else:
                    dp[i][j][k] = (dp[i + 1][j][k] + dp[i][j - 1][k] - dp[i + 1][j - 1][k]) % MOD
    
    # Sum up all palindromic subsequences of length 5
    result = 0
    for i in range(n):
        for j in range(i, n):
            result = (result + dp[i][j][5]) % MOD
    
    return result
",21,False,0,63,,"**Tests that the code passed:**

assert countPalindromes(""103301"") == 2

**Tests that the code failed:**

assert countPalindromes(""0000000"") == 21 # ERROR: This unit test fails. Output was 35, but expected value was: 21
assert countPalindromes(""9999900000"") == 2 # ERROR: This unit test fails. Output was 12, but expected value was: 2","(True, False, False)",0
287,count-palindromic-subsequences,"from collections import defaultdict

def countPalindromes(s: str) -> int:
    MOD = 10**9 + 7
    n = len(s)
    
    if n < 5:
        return 0
    
    # dp[i][j][k] will store the number of palindromic subsequences of length k in s[i:j+1]
    dp = [[[0] * 6 for _ in range(n)] for _ in range(n)]
    
    # Initialize for subsequences of length 1
    for i in range(n):
        dp[i][i][1] = 1
    
    # Initialize for subsequences of length 2
    for i in range(n - 1):
        dp[i][i + 1][1] = 2
        if s[i] == s[i + 1]:
            dp[i][i + 1][2] = 1
    
    # Fill the dp array
    for length in range(3, n + 1):
        for i in range(n - length + 1):
            j = i + length - 1
            for k in range(1, 6):
                if s[i] == s[j]:
                    if k == 2:
                        dp[i][j][k] = 1
                    elif k > 2:
                        dp[i][j][k] = (dp[i + 1][j - 1][k - 2] + dp[i + 1][j][k] + dp[i][j - 1][k] - dp[i + 1][j - 1][k]) % MOD
                else:
                    dp[i][j][k] = (dp[i + 1][j][k] + dp[i][j - 1][k] - dp[i + 1][j - 1][k]) % MOD
    
    # Sum up all palindromic subsequences of length 5
    result = 0
    for i in range(n):
        for j in range(i, n):
            result = (result + dp[i][j][5]) % MOD
    
    return result",21,False,0,63,,,,1
288,count-subarrays-with-median-k,"
def countSubarrays(nums: List[int], k: int) -> int:
    from collections import defaultdict

    def count_medians(arr, k):
        balance = 0
        count = 0
        prefix_counts = defaultdict(int)
        prefix_counts[0] = 1

        for num in arr:
            if num < k:
                balance -= 1
            elif num > k:
                balance += 1
            else:
                count += prefix_counts[balance] + prefix_counts[balance - 1]
                balance += 1

            prefix_counts[balance] += 1

        return count

    return count_medians(nums, k)
",21,False,12,45,,"**Tests that the code passed:**

assert countSubarrays([2,3,1], 3) == 1

**Tests that the code failed:**

assert countSubarrays([3,2,1,4,5], 4) == 3 # ERROR: This unit test fails. Output was 1, but expected value was: 3","(False, True)",0
289,count-subarrays-with-median-k,"def countSubarrays(nums: List[int], k: int) -> int:
    from collections import defaultdict

    def count_medians(arr, k):
        balance = 0
        count = 0
        prefix_counts = defaultdict(int)
        prefix_counts[0] = 1
        found_k = False

        for num in arr:
            if num < k:
                balance -= 1
            elif num > k:
                balance += 1
            else:
                found_k = True

            if found_k:
                count += prefix_counts[balance] + prefix_counts[balance - 1]
            else:
                prefix_counts[balance] += 1

        return count

    return count_medians(nums, k)",21,True,45,45,350 ms,"**Tests that the code passed:**

assert countSubarrays([3,2,1,4,5], 4) == 3
assert countSubarrays([2,3,1], 3) == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
290,number-of-beautiful-partitions,"
def beautifulPartitions(s: str, k: int, minLength: int) -> int:
    MOD = 10**9 + 7
    prime_digits = {'2', '3', '5', '7'}
    
    def is_beautiful(start, end):
        return s[start] in prime_digits and s[end] not in prime_digits
    
    n = len(s)
    dp = [[0] * (k + 1) for _ in range(n + 1)]
    dp[0][0] = 1
    
    for i in range(1, n + 1):
        for j in range(1, k + 1):
            for l in range(minLength, i + 1):
                if is_beautiful(i - l, i - 1):
                    dp[i][j] = (dp[i][j] + dp[i - l][j - 1]) % MOD
    
    return dp[n][k]
",21,False,36,74,,"**Tests that the code passed:**

assert beautifulPartitions(""23542185131"", 3, 2) == 3
assert beautifulPartitions(""23542185131"", 3, 3) == 1
assert beautifulPartitions(""3312958"", 3, 1) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
291,number-of-beautiful-partitions,"from functools import lru_cache

def beautifulPartitions(s: str, k: int, minLength: int) -> int:
    MOD = 10**9 + 7
    prime_digits = {'2', '3', '5', '7'}
    
    def is_beautiful(start, end):
        return s[start] in prime_digits and s[end] not in prime_digits
    
    n = len(s)
    
    # Edge case handling
    if k > n or minLength * k > n:
        return 0
    if all(c in prime_digits for c in s) or all(c not in prime_digits for c in s):
        return 0
    
    @lru_cache(None)
    def dp(i, j):
        if j == 0:
            return 1 if i == 0 else 0
        if i < j * minLength:
            return 0
        count = 0
        for l in range(minLength, i + 1):
            if is_beautiful(i - l, i - 1):
                count = (count + dp(i - l, j - 1)) % MOD
        return count
    
    return dp(n, k)",21,False,58,74,,"**Tests that the code passed:**

assert beautifulPartitions(""23542185131"", 3, 2) == 3
assert beautifulPartitions(""23542185131"", 3, 3) == 1
assert beautifulPartitions(""3312958"", 3, 1) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
